BodyLength,Planet,Diet,Location,Oxygen
2.278100406314197,Earth,Diet 1,East,0.5382131071760753
-0.8168533936342803,Earth,Diet 1,East,0.5453022386945885
2.0425054671153564,Earth,Diet 1,West,0.6034955075808595
1.2292545295516903,Earth,Diet 1,West,0.9338964218718642
1.016191426027848,Earth,Diet 1,South,0.4951387320618751
1.4527849343884651,Earth,Diet 1,North,0.746768693624134
2.220371067430901,Earth,Diet 1,South,0.2688909857477667
-1.2330919792200614,Earth,Diet 1,East,0.20956815896413705
0.06190803511578513,Earth,Diet 1,West,0.3899260703654933
2.8406485252558573,Earth,Diet 1,North,0.6212324067443336
2.9414446710628233,Earth,Diet 1,West,0.30557787580218476
3.5037469474785583,Earth,Diet 1,West,0.2999275501390435
0.33617424052711986,Earth,Diet 1,South,0.6076776390526634
-1.791464718559482,Earth,Diet 1,South,0.840912121326697
1.6527588921847318,Earth,Diet 1,North,0.30928460455290685
0.9061342922576524,Earth,Diet 1,North,0.9867458417200832
-0.6764584442525072,Earth,Diet 1,East,0.43032895705287844
2.6344970593568844,Earth,Diet 1,South,0.014768313083588502
-0.4104946539520551,Earth,Diet 1,South,0.2276705650421178
2.0098069346323815,Earth,Diet 1,North,0.9318761526532806
-0.7054688495357881,Earth,Diet 1,South,0.06886549664715891
0.9342235772120118,Earth,Diet 1,East,0.9793793196453252
2.9068529691784004,Earth,Diet 1,West,0.6249356719995867
3.882409232443052,Earth,Diet 1,East,0.744770678245545
0.23390428725681867,Earth,Diet 1,West,0.22590014834134542
-1.8939260789222425,Earth,Diet 1,West,0.5343969773345435
3.323483122695302,Earth,Diet 1,West,0.6468831838859767
-4.674689437560777,Earth,Diet 1,East,0.041894808166693775
2.8285583161821086,Earth,Diet 1,South,0.4118263647891125
0.5431423963895934,Earth,Diet 1,West,0.3748827914667161
0.13050901754511057,Earth,Diet 1,West,0.5274633765937304
2.4023748180867903,Earth,Diet 1,East,0.521956504606063
1.8377879696610229,Earth,Diet 1,North,0.6721988805080082
3.1244096368727203,Earth,Diet 1,South,0.358611587258286
2.3444164657479196,Earth,Diet 1,East,0.27682142546787736
5.630050190587386,Earth,Diet 1,East,0.02354551576302244
0.7511646245344472,Earth,Diet 1,East,0.7857964913407685
1.8863615776746872,Earth,Diet 1,East,0.1767992703337331
-2.3129028300691843,Earth,Diet 1,South,0.39887856641787756
3.4022910643754654,Earth,Diet 1,West,0.1603232488885834
0.6520955748398829,Earth,Diet 1,South,0.4683840019211667
-1.5725148317584354,Earth,Diet 1,North,0.08704404996288817
1.9614285642875413,Earth,Diet 1,North,0.3670792046035092
0.644823542740933,Earth,Diet 1,West,0.2648287330873821
0.022820547853232287,Earth,Diet 1,South,0.9034003156932386
-1.0786142686399938,Earth,Diet 1,North,0.2588304714787414
4.156807504664032,Earth,Diet 1,South,0.5376332267728534
-0.5915915453317337,Earth,Diet 1,West,0.555443756726879
-1.0743909952043884,Earth,Diet 1,North,0.913008819107883
-1.7466053702759812,Earth,Diet 1,West,0.580230192934846
-1.345894753607923,Earth,Diet 1,South,0.0924119737459943
-0.6495394775369709,Earth,Diet 1,West,0.8109472059108055
2.0930983071004645,Earth,Diet 1,North,0.8667347727871605
-2.260265234411999,Earth,Diet 1,South,0.529767039026089
2.360137447192761,Earth,Diet 1,South,0.5351257557919084
1.138075000815091,Earth,Diet 1,South,0.7657350429961968
2.758953955345108,Earth,Diet 1,North,0.8725047614608725
1.8441253790153773,Earth,Diet 1,South,0.1996932669649788
3.1914093832032444,Earth,Diet 1,South,0.8333499440168294
1.2539647507610652,Earth,Diet 1,South,0.30270201793810414
2.0187270467800014,Earth,Diet 1,East,0.10201266657851404
3.1171492493944206,Earth,Diet 1,East,0.9353783719020721
6.012192654100819,Earth,Diet 1,East,0.759246404544308
3.530323207774274,Earth,Diet 1,West,0.4032506586829112
0.15226384237275392,Earth,Diet 1,South,0.3585830716805244
-0.02337202296744545,Earth,Diet 1,South,0.9136752346522963
1.4974067489068954,Earth,Diet 1,West,0.2519215318277903
3.3453853395568127,Earth,Diet 1,South,0.7365204546443498
3.4823042043846613,Titan,Diet 1,South,0.37751737755758863
-2.443931156980435,Titan,Diet 1,West,0.28732585257323906
-3.0175672432799487,Titan,Diet 1,North,0.14524820981220254
3.0578301618653736,Titan,Diet 1,West,0.11387342450107318
6.1327560242774055,Titan,Diet 1,East,0.2608656880537097
3.0458647913836927,Titan,Diet 1,North,0.9499205680852539
4.1546069378303105,Titan,Diet 1,West,0.7861176299191188
0.19313364974721958,Titan,Diet 1,East,0.4779064916756407
-0.5556339970496236,Titan,Diet 1,North,0.2779440790718861
9.075663658724157,Titan,Diet 1,East,0.33822290395713606
2.4233969042433303,Titan,Diet 1,West,0.12005823440659913
6.449208037265449,Titan,Diet 1,West,0.08428467243618709
0.9744848370319978,Titan,Diet 1,West,0.04022510919286815
4.778794234062549,Titan,Diet 1,East,0.079162480557041
6.003910994099232,Titan,Diet 1,South,0.06606779673242669
-4.116535258888998,Titan,Diet 1,East,0.2302710796762295
1.3785373610288292,Titan,Diet 1,North,0.66111575133069
6.055522517849692,Titan,Diet 1,East,0.44125729102911304
-1.2920988103276887,Titan,Diet 1,West,0.8267950407105439
2.3201355961026744,Titan,Diet 1,North,0.29206824034629075
6.594214352982894,Titan,Diet 1,West,0.9592251489688614
4.4339650520154725,Titan,Diet 1,West,0.3021290518080739
3.3126663877840747,Titan,Diet 1,North,0.8754007870628371
3.362809123942749,Titan,Diet 1,West,0.24133040639470238
-3.8282648510218626,Titan,Diet 1,North,0.22997459651725838
0.6082713756699647,Titan,Diet 1,South,0.820112178641567
6.829012265073956,Titan,Diet 1,South,0.563580437676289
2.475159409700686,Titan,Diet 1,South,0.724065610959453
0.5724350720024707,Titan,Diet 1,South,0.8052000076292977
6.934554933641609,Titan,Diet 1,East,0.8771998641691221
3.4387590281634823,Titan,Diet 1,South,0.26558616359190235
1.9382604710441484,Titan,Diet 1,South,0.9234324152669688
4.61058887527882,Titan,Diet 1,South,0.30874911480520373
2.9775267335512194,Titan,Diet 1,East,0.6404333560774675
-0.16268396790498318,Titan,Diet 1,North,0.5907063060679795
6.158104221872731,Titan,Diet 1,West,0.8324080805598406
-0.5288523827768552,Titan,Diet 1,South,0.7732340871319924
3.177480062708403,Titan,Diet 1,North,0.3300080176103496
1.0671684422754493,Titan,Diet 1,North,0.24743638358425213
-1.569271999316597,Titan,Diet 1,South,0.44415101845369864
2.9489791301599912,Titan,Diet 1,South,0.152727454608375
3.029258095694091,Titan,Diet 1,South,0.0970169699845479
-0.8317144862387269,Titan,Diet 1,West,0.9904494959361594
3.1466185697147178,Titan,Diet 1,North,0.5829424152185222
3.4779719810683196,Titan,Diet 1,South,0.2614966197986772
4.171248045081276,Titan,Diet 1,South,0.4315217124590196
-0.19497337119252833,Titan,Diet 1,South,0.20110556213294473
3.8342612944074403,Titan,Diet 1,West,0.1379791837631169
4.2548669398809,Titan,Diet 1,South,0.874941081992919
1.6654739678197779,Titan,Diet 1,South,0.6942207567010237
1.8100984295061484,Titan,Diet 1,North,0.11823421046448579
7.935088630705897,Titan,Diet 1,North,0.7761660814202601
0.1751308724094467,Titan,Diet 1,West,0.12732785734573082
5.3080794803479625,Titan,Diet 1,East,0.6966056165964496
1.799110542006773,Titan,Diet 1,South,0.43504400964071366
3.121567330620418,Titan,Diet 1,North,0.2623318076446598
5.024130836368889,Titan,Diet 1,North,0.0065711886981834056
4.658497741408329,Titan,Diet 1,East,0.05853213590963191
-0.41489678162335375,Titan,Diet 1,West,0.1786025347909631
5.701698483266634,Titan,Diet 1,South,0.1803807799970546
0.31939758622033043,Titan,Diet 1,West,0.8427436304675776
4.094221017593497,Titan,Diet 1,West,0.6440655936235956
5.631698224851806,Titan,Diet 1,West,0.08422860117180386
3.3682815054030173,Titan,Diet 1,West,0.12340970651765337
5.286090055863386,Titan,Diet 1,West,0.5161835128530607
1.0184414469552963,Titan,Diet 1,South,0.7937532693645603
0.9140101646961489,Titan,Diet 1,East,0.2879338944796712
-1.999776569616027,Titan,Diet 1,South,0.18526986341128138
0.2714131351758793,Titan,Diet 1,North,0.06349597665740492
3.6030085927424333,Titan,Diet 1,South,0.937991251730176
-0.4875451960320971,Titan,Diet 1,North,0.5502737405620036
5.015130073262453,Titan,Diet 1,West,0.6241841167328556
0.37523946326299473,Titan,Diet 1,North,0.0999802933035846
3.93874237358995,Titan,Diet 1,North,0.9312844293259239
3.8426348016230563,Titan,Diet 1,West,0.12420985187263656
2.3707990020714225,Titan,Diet 1,West,0.11765753710914706
7.152745317328688,Titan,Diet 1,South,0.3541684741734079
1.651579002465651,Titan,Diet 1,South,0.8240423366695414
2.8498358951295004,Titan,Diet 1,South,0.7651231549910574
4.306140145604947,Titan,Diet 1,East,0.389647727630137
3.436470670352382,Titan,Diet 1,South,0.970775670183827
-1.1879468833821747,Titan,Diet 1,North,0.5776467855885135
3.244570130813289,Titan,Diet 1,South,0.7553421941318175
7.074902554518664,Titan,Diet 1,North,0.9528859660724909
-1.4169908340687716,Titan,Diet 1,East,0.017842955774092006
9.048937542806204,Titan,Diet 1,North,0.17276151022429131
3.61251833766978,Titan,Diet 1,South,0.5147279510746579
4.526465766320799,Titan,Diet 1,North,0.7209281991455307
-1.0827815764811852,Titan,Diet 1,North,0.5281238508780896
3.2030429540200416,Titan,Diet 1,South,0.44343103518614035
0.10536063409949037,Titan,Diet 1,West,0.8453973125202554
3.0009944654396397,Titan,Diet 1,East,0.19894237934438397
1.9286206905578804,Titan,Diet 1,South,0.11090758612050988
-2.001609634150288,Titan,Diet 1,South,0.9476499444253714
-0.5054647701613595,Titan,Diet 1,East,0.6837837031053838
0.020655073863523832,Titan,Diet 1,North,0.2166552353864516
2.4440440265217944,Titan,Diet 1,West,0.26850773466137157
3.2636595324626487,Titan,Diet 1,South,0.6376301412044661
9.79090854666848,Titan,Diet 1,North,0.6085045978039517
6.686177017321665,Titan,Diet 1,North,0.8624618060104557
-1.9661994071949032,Earth,Diet 2,South,0.38390368126284535
-0.27853656193505927,Earth,Diet 2,East,0.6762909936863861
3.7182967832267715,Earth,Diet 2,South,0.6935373450062778
-1.6946913268896724,Earth,Diet 2,East,0.560841426068585
1.4554692438110814,Earth,Diet 2,North,0.6760675583483925
1.109609465438512,Earth,Diet 2,East,0.39033686972863346
1.51175441054672,Earth,Diet 2,North,0.18147831719212448
-0.49535325714148093,Earth,Diet 2,West,0.0867471169901497
3.76753109745377,Earth,Diet 2,West,0.2352430828181472
2.008343451680939,Earth,Diet 2,North,0.3279135360199723
-1.0117901674391967,Earth,Diet 2,North,0.1814590927671429
-0.38602039054411086,Earth,Diet 2,South,0.4844952149105749
2.2896003572721355,Earth,Diet 2,West,0.19849683969202347
0.8863590156250103,Earth,Diet 2,East,0.644577123911909
0.2925424987314509,Earth,Diet 2,East,0.1833393602245298
-1.4620822479743243,Earth,Diet 2,West,0.3903773163181774
3.0515565152168467,Earth,Diet 2,North,0.17523227119175977
0.4479665402687616,Earth,Diet 2,West,0.2695914679239412
-2.5992604629858853,Earth,Diet 2,East,0.4227162839394366
-0.22573272022872448,Earth,Diet 2,South,0.5431302693150543
3.3193561848300615,Earth,Diet 2,North,0.05186960700892007
3.832679676185131,Earth,Diet 2,North,0.05813827778320846
0.8521832498245541,Earth,Diet 2,North,0.8476961804999411
1.7132376499019142,Earth,Diet 2,West,0.25161717146787166
3.0943517642700007,Earth,Diet 2,West,0.15433124843205748
1.7638778381493772,Earth,Diet 2,West,0.14697455089881895
-1.2759832459558504,Earth,Diet 2,North,0.6814023778034728
3.287679092564783,Earth,Diet 2,North,0.7108668767304045
2.1741796950851797,Earth,Diet 2,North,0.1747491568071997
4.275028386413,Earth,Diet 2,West,0.7499217434916837
1.3954927333164862,Earth,Diet 2,West,0.5692496244909776
0.3642455032510885,Earth,Diet 2,West,0.5432109005973732
2.4157967020013107,Earth,Diet 2,East,0.7697306837324455
-3.6336824058134134,Earth,Diet 2,North,0.9582227801693246
1.278314570243275,Earth,Diet 2,South,0.9050158658007984
4.0218273127910695,Earth,Diet 2,West,0.853454587290569
3.3274832989832523,Earth,Diet 2,South,0.0663084385913324
0.1930816763961165,Earth,Diet 2,South,0.6668260142901722
5.420297062474056,Earth,Diet 2,East,0.7372254793049624
4.896321933173455,Earth,Diet 2,East,0.41882408428523743
2.258529111304067,Earth,Diet 2,East,0.6042368900980308
1.659092331259172,Earth,Diet 2,East,0.5584029446564289
0.6195083957096561,Earth,Diet 2,East,0.7355458063690417
2.1123774580449677,Earth,Diet 2,North,0.21576852058931517
3.5251112283328716,Earth,Diet 2,East,0.7228355636085786
2.5757113273823844,Earth,Diet 2,West,0.15871726554767174
-2.3716350679518974,Earth,Diet 2,South,0.9755036710382589
3.0564933360597237,Earth,Diet 2,North,0.31414335691475437
-1.3059599296076847,Earth,Diet 2,East,0.4027446096005759
-2.5658911391344237,Earth,Diet 2,South,0.30791797849243463
-2.3543501307309223,Earth,Diet 2,North,0.8827042314096172
0.6233559063808951,Earth,Diet 2,South,0.26419533527760164
2.0022017954078537,Earth,Diet 2,South,0.14765462814050967
1.4075553566123076,Earth,Diet 2,South,0.328914540824236
0.5710037025681938,Earth,Diet 2,East,0.20854000001568418
1.993821872065757,Earth,Diet 2,South,0.597848734187852
4.577042333808326,Earth,Diet 2,North,0.8139818353540953
-1.3977309386044543,Earth,Diet 2,North,0.7490514531151045
0.998934041742353,Earth,Diet 2,South,0.4156658924930936
2.485105578848436,Earth,Diet 2,South,0.14623465877574104
1.2773449685658287,Earth,Diet 2,West,0.12488037234845162
0.5720532316923516,Earth,Diet 2,North,0.12504458826569365
4.259968001694937,Earth,Diet 2,South,0.28060407710470214
1.8467786607562047,Earth,Diet 2,West,0.7062450512966505
2.546060901897663,Earth,Diet 2,West,0.25527908868178895
-3.0236745967567744,Earth,Diet 2,North,0.9807656014613323
0.8232358896687234,Earth,Diet 2,East,0.8077784395711358
0.9175053797417122,Earth,Diet 2,South,0.30969913685758566
2.1749892424191124,Earth,Diet 2,South,0.6412995437964005
0.8606525326294541,Earth,Diet 2,South,0.7559032737849658
1.2601818487399197,Earth,Diet 2,West,0.08693952904382074
0.9642641289896144,Earth,Diet 2,West,0.350877961013467
1.5372152163618444,Earth,Diet 2,South,0.7411873350407207
2.3466139627867015,Earth,Diet 2,East,0.7914228276775389
-3.233198184863368,Earth,Diet 2,North,0.6109106258634245
1.898248358857186,Earth,Diet 2,North,0.216467391512554
3.44440908157772,Earth,Diet 2,South,0.7890192921591892
0.17910567183079884,Earth,Diet 2,North,0.46056576808506144
2.501641736811097,Earth,Diet 2,North,0.6064715104205436
-2.515862550378735,Earth,Diet 2,North,0.31962045696139607
0.862420269950926,Earth,Diet 2,East,0.4545525800106005
-2.5430775760138156,Earth,Diet 2,West,0.6575376915890764
5.379544850221741,Earth,Diet 2,East,0.9904857664642405
-1.0415552487147601,Earth,Diet 2,East,0.017441059058332486
-0.6610147755728693,Earth,Diet 2,North,0.1608721548984261
1.4257952744323847,Earth,Diet 2,West,0.2801314348526729
4.638598530135003,Earth,Diet 2,West,0.32960263431844306
1.8410792948785397,Earth,Diet 2,North,0.8755204979520285
1.479179026170631,Earth,Diet 2,North,0.31860412063300814
2.4572386894969545,Earth,Diet 2,North,0.7923010956925767
2.839804695363517,Earth,Diet 2,North,0.35632787022340007
1.8999088174648064,Earth,Diet 2,West,0.3181219628706603
2.997493102169057,Earth,Diet 2,West,0.5895218362922355
0.07616290052914354,Earth,Diet 2,West,0.6602287248901708
5.621011219746108,Earth,Diet 2,North,0.17349966023420715
-0.32790907063787333,Earth,Diet 2,East,0.0793783190478966
2.3062053199489667,Earth,Diet 2,East,0.02022435603151418
1.010469116442665,Earth,Diet 2,North,0.6960085866933744
2.832943202704362,Earth,Diet 2,North,0.6935030885136558
0.006640959209284203,Earth,Diet 2,East,0.33492882018607795
4.037890473099626,Titan,Diet 2,West,0.05261545949683333
11.141479096435013,Titan,Diet 2,South,0.38277998836159755
4.9080656617722775,Titan,Diet 2,West,0.2109061598938171
14.275880363314737,Titan,Diet 2,East,0.3912532903836101
5.226080106122822,Titan,Diet 2,North,0.7326128469857411
7.910531303270485,Titan,Diet 2,South,0.4438037350981572
8.742911472852864,Titan,Diet 2,North,0.018119922206625283
9.572389323233402,Titan,Diet 2,South,0.9276510250938224
8.444602118496753,Titan,Diet 2,South,0.5765902421236596
8.568361449084371,Titan,Diet 2,West,0.041421884641944184
5.5725415341930375,Titan,Diet 2,East,0.5650427267279828
1.7082722137072786,Titan,Diet 2,North,0.3921739096552618
-0.967766274264525,Titan,Diet 2,South,0.18398501077239693
8.60434141734185,Titan,Diet 2,East,0.37353826516532485
6.967060480982856,Titan,Diet 2,West,0.19868356966933798
2.276347320131182,Titan,Diet 2,West,0.3803574903283
10.11098278379508,Titan,Diet 2,West,0.5166812502154394
7.207953765463128,Titan,Diet 2,North,0.7362036532227632
3.1842092930742045,Titan,Diet 2,North,0.8333192577100621
2.4982943988768715,Titan,Diet 2,East,0.8985403185839281
7.576937495460516,Titan,Diet 2,East,0.7034501721635221
5.416542147781131,Titan,Diet 2,West,0.41702082157286147
4.020863986953607,Titan,Diet 2,North,0.4804187012036095
7.818752684771688,Titan,Diet 2,West,0.5594371193244424
7.834597282672286,Titan,Diet 2,West,0.9389896689294923
4.722380223126696,Titan,Diet 2,East,0.25848161005239767
7.791972125765758,Titan,Diet 2,North,0.6865450475773835
4.730378038306046,Titan,Diet 2,West,0.6734690115639969
7.022263940006469,Titan,Diet 2,South,0.6542764802957441
8.249186219708532,Titan,Diet 2,East,0.7219328771022809
6.911664485100149,Titan,Diet 2,East,0.2703942020945358
5.2211788113203506,Titan,Diet 2,North,0.7052185852770471
9.503943651244398,Titan,Diet 2,West,0.35209785160923723
6.2344793794478175,Titan,Diet 2,West,0.07175687190284219
4.743269683674331,Titan,Diet 2,South,0.8852109392281151
6.587948067730853,Titan,Diet 2,West,0.11748430343530247
6.031556223145768,Titan,Diet 2,East,0.6938129616576291
4.339834971975868,Titan,Diet 2,South,0.6862004669156736
0.6931446985526479,Titan,Diet 2,South,0.3345761814752518
1.0417535050820153,Titan,Diet 2,North,0.22884765542077712
-0.20424615265429757,Titan,Diet 2,East,0.4462151547924845
5.819319890895989,Titan,Diet 2,East,0.9487067167561534
5.40436687756223,Titan,Diet 2,South,0.8009122681280496
4.972431219330928,Titan,Diet 2,West,0.6014567336111298
6.342707284037683,Titan,Diet 2,West,0.6424780161587453
5.454653945088027,Titan,Diet 2,East,0.7620836895035599
7.880069596644084,Titan,Diet 2,West,0.32239643627036263
7.093726523918971,Titan,Diet 2,West,0.7153167394645558
2.3394948790320504,Titan,Diet 2,North,0.5950821499720466
7.204723956036215,Titan,Diet 2,West,0.9077508101893228
9.520289856810813,Titan,Diet 2,East,0.5639492098074587
4.050921922875415,Titan,Diet 2,East,0.08141484843961244
6.06713734966589,Titan,Diet 2,North,0.13862558665715952
1.8109390113679726,Titan,Diet 2,South,0.09634420809836819
3.7013922446042877,Titan,Diet 2,North,0.5577699043057303
8.95789391512869,Titan,Diet 2,West,0.439368149545569
4.338195364446096,Titan,Diet 2,East,0.16184610578034964
7.1720190574417515,Titan,Diet 2,South,0.6581322212386645
2.8486451191432147,Titan,Diet 2,North,0.5192182250648935
0.18710214958564197,Titan,Diet 2,South,0.02028461464709419
9.754644467332334,Titan,Diet 2,West,0.6902228558214115
7.822951581578208,Titan,Diet 2,South,0.14444554935395182
2.398852833580392,Titan,Diet 2,East,0.9832422958899013
5.459217762855184,Titan,Diet 2,South,0.5004176831075505
0.27878634790547085,Titan,Diet 2,South,0.7244447768898545
11.282278361948912,Titan,Diet 2,East,0.7577324398621079
0.8311594060082799,Titan,Diet 2,East,0.8268478480776971
5.7330874235166265,Titan,Diet 2,South,0.13526722326768992
2.976221580221565,Titan,Diet 2,East,0.7451366265231141
2.8593394620828247,Titan,Diet 2,West,0.6746777585167838
-4.517323476095953,Titan,Diet 2,East,0.18674001990456013
3.399753493243374,Titan,Diet 2,North,0.7664760185739602
7.014496533299149,Titan,Diet 2,North,0.2525040493227543
2.283744556517215,Titan,Diet 2,West,0.05745756488873377
8.30119635079825,Titan,Diet 2,West,0.30315449256200966
13.73916327587373,Titan,Diet 2,East,0.002700736891120159
9.287981435368557,Titan,Diet 2,West,0.18932663226021806
6.515791681111105,Titan,Diet 2,South,0.16688270110661985
7.476636118156377,Titan,Diet 2,West,0.6743364694202966
-0.6352707057154658,Titan,Diet 2,North,0.661425547057411
7.286455587831565,Titan,Diet 2,North,0.06601058449624275
3.8453086481666543,Titan,Diet 2,South,0.19691495607966625
9.882101652554176,Titan,Diet 2,North,0.19727852400502432
8.033794285452393,Titan,Diet 2,North,0.17489173516123313
9.297111032827802,Titan,Diet 2,West,0.46209148219643637
7.085174484339818,Titan,Diet 2,East,0.9127931760085507
0.47203171047139847,Titan,Diet 2,South,0.035736933590908126
6.905006337527964,Titan,Diet 2,East,0.6542352106051644
5.906077478311441,Titan,Diet 2,North,0.33551163142852003
3.605481228540619,Titan,Diet 2,North,0.350715352632871
2.051602060817223,Titan,Diet 2,South,0.23579924257642748
5.129970612821445,Titan,Diet 2,South,0.4711193487638543
6.445343304464283,Titan,Diet 2,West,0.005331162240570064
4.844031488238159,Titan,Diet 2,North,0.5612641521677812
8.633115469527805,Titan,Diet 2,North,0.8330034467370774
6.125385654906271,Titan,Diet 2,North,0.9251173008736169
4.561571585266437,Titan,Diet 2,North,0.5756063622749612
6.115471056542133,Titan,Diet 2,North,0.11320312033377045
2.812463156044251,Titan,Diet 2,West,0.7580905080151008
6.805695185395413,Titan,Diet 2,West,0.3980982819947132
